county_code,farm_acres,cropland_acres,irrigated_acres,crop_totals_sales_measured_in,farm_income_1,xmas_tree_sale,fertilizer_use,chemical_use,fuel_use_$,hired_labor_cost,contract_labor_cost,worker_number,emus_sold,bee_colonies,honey_sold,ornamental_fish,bison_sale,aquatic_plants,mushroom_spawn_sale,grazing_rotation,producer_age_group,state_lower,county,county_acreage_2000,population
077,"119,340","34,365",160,"10,672,000","3,342",49,"1,739,000","420,000","1,698,000","3,723,000","1,086,000",578,NA,141,"18,000",NA,NA,NA,NA,124,58.2,virginia,Grayson,285376,15333
075,"1,287,978","1,032,718","5,072","259,640,000","76,380",2,"44,575,000","39,597,000","16,223,000","18,530,000","637,000","1,593",NA,97,"6,000",NA,NA,NA,NA,106,57.7,washington,Whitman,1393664,47973
075,"131,340","26,366",25,"1,941,000","3,057",15,"745,000","43,000","725,000","486,000","76,000",181,NA,45,"2,000",NA,NA,NA,NA,68,59.5,west virginia,Pocahontas,602784,7869
075,"133,068","88,578","1,945","23,869,000","41,976",10,"6,212,000","2,164,000","4,825,000","10,051,000","627,000",674,0,267,"37,000",NA,1,NA,0,40,55.3,wisconsin,Marinette,992044.7999999999,41872
077,"210,539","108,970",855,"40,271,000","7,004",NA,"9,289,000","5,564,000","3,545,000","4,221,000","721,000",650,NA,82,0,NA,NA,NA,NA,184,56.7,alabama,Lauderdale,460019.19999999995,93564
077,"257,883","246,706","169,530","129,797,000","170,148",NA,"17,048,000","20,285,000","6,537,000","8,467,000",0,425,NA,NA,NA,NA,NA,NA,NA,14,56.7,arkansas,Lee,396460.80000000005,8600
077,"772,762","524,356","487,147","1,627,303,000","119,250",NA,"95,135,000","136,841,000","57,008,000","319,748,000","204,882,000","19,741",NA,"4,024","106,000",NA,NA,NA,NA,103,59.2,california,San Joaquin,912800,779233
075,"1,138,144","562,650","107,058","99,146,000","81,892",NA,"12,478,000","9,858,000","9,240,000","11,524,000","2,364,000",831,NA,53,0,NA,NA,NA,NA,139,56.6,colorado,Logan,1180710.4,21528
079,"167,677","47,450","16,419","35,434,000","24,018",NA,"4,639,000","3,047,000","2,803,000","14,863,000","1,373,000",627,NA,123,0,NA,NA,NA,NA,94,62.3,florida,Madison,458112,17968
079,"35,238","10,739","2,674","12,541,000","120,086",NA,"666,000","589,000","1,370,000","3,566,000","619,000",398,NA,0,0,NA,NA,NA,NA,16,53.5,georgia,Crawford,208928,12130
077,"486,377","381,427","147,746","210,861,000","106,216",NA,"41,829,000","19,365,000","9,367,000","25,085,000","3,145,000","1,595",NA,0,0,NA,1,NA,NA,14,56,idaho,Power,923264,7878
077,"221,621","176,757","1,738","74,894,000","26,834",NA,"10,492,000","7,807,000","4,096,000","6,219,000","166,000",670,NA,487,"28,000",NA,NA,NA,NA,67,57.3,illinois,Jackson,385619.19999999995,52974
077,"106,600","66,906",45,"26,594,000","4,144",NA,"4,006,000","3,521,000","2,267,000","1,418,000","183,000",288,NA,282,"72,000",NA,NA,NA,NA,89,53.9,indiana,Jefferson,232281.6,33147
077,"332,211","268,434",0,"123,915,000","85,616",NA,"14,135,000","9,943,000","5,842,000","8,331,000","442,000",639,NA,43,0,NA,NA,NA,NA,86,58.4,iowa,Guthrie,379558.39999999997,10623
077,"489,183","337,055","3,272","46,835,000","23,766",NA,"8,039,000","6,310,000","5,370,000","3,648,000","751,000",392,NA,NA,NA,NA,NA,NA,NA,47,57.3,kansas,Harper,513888,5485
077,"32,510","14,213",17,"6,634,000","7,777",NA,"764,000","446,000","574,000","475,000",0,191,NA,0,NA,NA,NA,3,NA,33,53.6,kentucky,Gallatin,66988.8,8690
077,"187,674","132,747","5,860","71,991,000","37,143",NA,"5,539,000","9,756,000","5,069,000","9,628,000","1,493,000",673,NA,12,0,NA,1,NA,NA,57,58.7,louisiana,Pointe Coupee,378035.19999999995,20758
077,"138,569","111,842","43,044","176,451,000","80,044",10,"12,948,000","5,256,000","7,993,000","44,145,000","1,810,000","2,788",NA,682,"432,000",NA,NA,NA,NA,77,56.5,michigan,Kalamazoo,371315.19999999995,261670
077,"91,288","67,779","1,188","16,570,000","39,428",NA,"2,627,000","1,574,000","994,000","866,000",0,0,NA,6,NA,NA,NA,NA,NA,12,58.2,minnesota,Lake of the Woods,1136032,3763
077,"56,448","17,532",170,"3,261,000","129,033",NA,"862,000","321,000","1,081,000","913,000","669,000",182,NA,10,0,NA,NA,NA,NA,61,58.7,mississippi,Lawrence,278867.2,12016
077,"223,205","78,313",525,"8,215,000","-3,243",NA,"3,374,000","719,000","3,343,000","3,697,000","429,000",802,NA,469,"37,000",NA,NA,1,NA,332,56.7,missouri,Greene,433792,298915
077,"572,388","57,950","51,743","6,533,000","29,061",NA,"1,372,000","411,000","1,621,000","3,978,000","472,000",351,NA,0,NA,NA,NA,NA,NA,73,59.3,montana,Powell,1492915.2,6946
077,"339,287","156,471","91,861","66,026,000","92,463",NA,"11,369,000","5,945,000","6,999,000","4,339,000","641,000",419,NA,6,"3,000",NA,NA,NA,NA,85,56.5,nebraska,Greeley,365254.4,2188
077,"154,634","81,471",365,"19,405,000","23,545",20,"1,974,000","760,000","2,612,000","3,716,000","270,000",558,NA,374,"132,000",NA,NA,NA,NA,142,56.1,new york,Otsego,649664,58524
077,"124,813","42,681","1,750",0,"9,033",NA,"3,220,000","2,094,000","2,613,000","5,365,000","1,454,000",631,NA,119,"9,000",NA,NA,NA,NA,97,59.7,north carolina,Granville,343398.39999999997,60992
077,"875,444","822,988","6,093","354,985,000","98,942",2,"40,799,000","27,470,000","19,409,000","17,462,000","557,000","1,248",NA,103,"82,000",NA,NA,NA,NA,51,54.8,north dakota,Richland,925267.2,16529
077,"240,519","213,866",0,"134,900,000","67,090",6,"13,440,000","9,724,000","5,886,000","20,664,000","750,000","1,543",NA,0,0,1,NA,NA,NA,43,53.8,ohio,Huron,316492.8,58565
077,"213,668","38,802",270,"1,655,000","4,926",NA,"624,000","250,000","1,635,000","2,031,000","153,000",390,NA,67,"1,000",NA,NA,NA,NA,109,55,oklahoma,Latimer,466636.8,9444
077,"74,511","63,121",382,"57,259,000","63,669",19,"5,283,000","3,725,000","3,972,000","12,364,000",0,"1,053",NA,160,"20,000",NA,NA,NA,NA,52,57.7,pennsylvania,Lehigh,222937.59999999998,374557
077,"39,331","12,245",183,"3,728,000","-5,954",5,"777,000","193,000","869,000","2,777,000","136,000",413,NA,"1,172",0,2,NA,NA,NA,111,56.6,south carolina,Pickens,327584,131404
079,"272,529","225,644","8,181","99,465,000","84,143",NA,"13,108,000","7,595,000","5,863,000","4,236,000","424,000",377,NA,0,0,NA,NA,NA,NA,36,54.4,south dakota,Lake,368038.39999999997,11059
077,"153,395","63,654",28,"17,543,000","5,496",NA,"4,982,000","2,116,000","1,945,000","1,110,000","153,000",271,NA,36,"4,000",1,NA,NA,NA,135,57.4,tennessee,Henderson,336582.39999999997,27842
077,"647,511","100,823",267,"5,940,000","4,624",2,"3,073,000","1,106,000","3,110,000","4,101,000","686,000",438,NA,462,"26,000",NA,1,NA,NA,150,60.3,texas,Clay,714348.8,10218
079,"28,518","9,996",25,"1,795,000","4,411",1,"604,000","94,000","408,000","698,000","94,000",103,NA,66,0,NA,NA,NA,NA,41,61.1,virginia,Greene,100454.40000000001,20552
077,"1,781,463","343,953","260,023","1,417,026,000","158,262",3,"60,377,000","93,040,000","44,561,000","498,938,000","39,781,000","59,464",NA,"24,833","3,164,000",NA,2,NA,NA,359,57.8,washington,Yakima,2759430.4,256728
077,"142,941","48,194",28,"6,286,000","1,315",6,"1,483,000","279,000","1,661,000","973,000","121,000",278,NA,193,"16,000",NA,NA,NA,NA,206,56.7,west virginia,Preston,416889.6,34216
077,"113,183","81,970","10,719","36,623,000","16,839",12,"6,425,000","2,744,000","3,869,000","9,779,000","546,000",562,NA,139,"26,000",NA,2,NA,NA,62,55.4,wisconsin,Marquette,297228.8,15592
079,"213,747","120,799","6,377","58,988,000","44,132",NA,"10,547,000","7,304,000","5,233,000","7,456,000","1,655,000",881,NA,158,"5,000",NA,3,NA,NA,166,55.7,alabama,Lawrence,459564.80000000005,33073
079,"208,800","161,489","135,455","94,045,000","141,565",NA,"9,918,000","14,094,000","8,022,000","10,161,000","1,236,000",506,NA,44,"5,000",NA,NA,NA,NA,21,58,arkansas,Lincoln,366188.8,12941
079,"931,291","246,361","75,766","667,915,000","42,185",4,"22,722,000","35,263,000","22,917,000","179,701,000","100,028,000","11,416",NA,"3,949","31,000",NA,NA,4,NA,241,59.8,california,San Luis Obispo,2313945.6,282424
077,"342,534","79,815","76,221","45,915,000","5,634",1,"3,628,000","1,814,000","4,906,000","15,002,000","2,778,000","1,989",NA,337,"20,000",NA,NA,3,NA,273,57.2,colorado,Mesa,2138310.4,155703
081,"192,630","71,172","56,527","321,421,000","96,030",NA,"30,490,000","27,839,000","12,278,000","73,939,000","31,284,000","7,703",NA,"12,257","721,000",NA,NA,9,NA,144,58.3,florida,Manatee,571360,399710
081,"108,108","66,925","20,177","49,182,000","80,469",NA,"6,502,000","7,913,000","2,712,000","4,826,000","1,445,000",339,NA,0,0,NA,NA,NA,NA,12,57.7,georgia,Crisp,179968,20128
079,"2,435",633,69,"65,000","-10,131",NA,"20,000","5,000","70,000","20,000","14,000",25,NA,37,0,NA,NA,NA,NA,12,57.7,idaho,Shoshone,1686720,13169
079,"249,617","218,747",0,"102,178,000","55,686",1,"15,935,000","12,206,000","5,656,000","4,988,000","255,000",478,NA,97,"5,000",NA,NA,NA,NA,31,57.1,illinois,Jasper,318732.8,9287
079,"128,109","91,142",463,"44,429,000","30,653",3,"8,099,000","3,734,000","2,740,000","2,255,000","279,000",310,NA,98,"7,000",NA,NA,NA,NA,55,56.5,indiana,Jennings,242144,27613
079,"315,307","296,211",0,"168,467,000","198,979",NA,"21,802,000","13,057,000","10,257,000","18,457,000","4,462,000",999,NA,35,"2,000",NA,NA,NA,NA,25,58.4,iowa,Hamilton,369561.60000000003,15039
079,"343,952","297,922","40,382","80,360,000","36,543",NA,"13,920,000","12,904,000","5,527,000","5,602,000","904,000",509,0,267,0,NA,1,NA,NA,49,57.2,kansas,Harvey,345920,34024
079,"141,016","56,763",23,"11,334,000","1,947",1,"1,802,000","577,000","1,981,000","3,289,000","769,000",656,NA,168,0,NA,NA,NA,NA,183,55.5,kentucky,Garrard,149683.2,16953
079,"203,234","131,761","26,263","134,760,000","47,702",NA,"16,376,000","13,132,000","7,025,000","23,438,000","2,797,000","1,356",NA,0,0,NA,NA,NA,NA,87,56.9,louisiana,Rapides,871654.4,130023
079,"27,137","16,318","1,588","7,683,000","6,387",23,"771,000","329,000","425,000","1,193,000","132,000",174,NA,45,"1,000",2,NA,NA,NA,20,58.5,michigan,Kalkaska,365286.4,17939
079,"249,463","224,188","1,794","116,103,000","48,823",1,"14,989,000","9,253,000","7,241,000","7,294,000","376,000",705,NA,85,0,NA,1,NA,NA,42,58.3,minnesota,Le Sueur,303270.4,28674
079,"94,819","27,244",42,"4,612,000","271,894",1,"948,000","533,000","5,084,000","5,586,000","1,567,000",504,NA,27,0,NA,NA,NA,NA,58,58.9,mississippi,Leake,374649.6,21275
079,"225,423","160,152","2,056","49,205,000","35,755",2,"6,363,000","4,429,000","3,751,000","15,663,000","726,000",549,NA,149,"20,000",NA,NA,NA,NA,112,55.8,missouri,Grundy,280307.2,9808
079,"747,256","129,818","14,604","10,801,000","61,846",NA,"2,162,000","1,562,000","2,321,000","1,345,000","221,000",166,NA,NA,NA,NA,NA,NA,NA,41,56.4,montana,Prairie,1115238.4,1088
079,"328,229","272,034","230,826","174,424,000","127,016",NA,"24,214,000","14,222,000","9,401,000","10,915,000","913,000",682,NA,12,0,NA,NA,NA,NA,78,54.5,nebraska,Hall,353420.80000000005,62895
079,"7,472","2,624",89,"2,866,000","-9,669",4,"167,000","30,000","176,000","1,075,000","38,000",217,NA,30,0,NA,NA,NA,NA,16,61.2,new york,Putnam,157600,97668
079,"83,322","69,373","1,636","70,014,000","292,286",NA,"8,230,000","12,112,000","4,514,000","10,471,000","7,614,000",727,NA,24,"3,000",NA,NA,NA,NA,12,58.7,north carolina,Greene,170169.59999999998,20451
079,"512,172","373,089",967,"77,154,000","71,177",NA,"11,766,000","9,732,000","5,221,000","4,657,000","477,000",290,NA,0,"3,728,000",NA,1,NA,NA,41,58.9,north dakota,Rolette,601171.2000000001,12187
079,"67,446","27,257",94,"5,199,000","3,121",8,"968,000","265,000","870,000","686,000","160,000",179,NA,102,"17,000",NA,NA,NA,NA,73,55.7,ohio,Jackson,269760,32653
079,"380,852","116,179","1,794","11,570,000","46,647",NA,"2,606,000","2,060,000","6,868,000","7,127,000","2,574,000",752,NA,149,"5,000",NA,NA,NA,NA,311,55.3,oklahoma,Le Flore,1029139.2,48129
079,"49,087","27,625",316,"13,287,000","7,800",16,"1,247,000","671,000","1,067,000","2,307,000","225,000",303,NA,139,"5,000",NA,NA,NA,NA,54,60.6,pennsylvania,Luzerne,580563.2,325594
079,"52,401","22,226","1,611","14,355,000","13,995",9,"1,783,000","1,849,000","1,277,000","4,528,000","550,000",400,NA,220,"10,000",1,NA,NA,NA,44,58.6,south carolina,Richland,493900.80000000005,416147
081,"165,012","33,608","4,443","1,936,000","10,586",1,"147,000","186,000","875,000","1,252,000","61,000",144,NA,"2,029","85,000",NA,2,NA,NA,56,60.2,south dakota,Lawrence,512198.39999999997,25768
079,"203,991","127,493","4,136","58,535,000","33,565",NA,"9,861,000","6,549,000","3,285,000","8,737,000","915,000",637,NA,102,"5,000",NA,NA,NA,NA,97,55.9,tennessee,Henry,379808,32199
079,"486,085","373,604","113,184","82,974,000","91,736",NA,"10,776,000","9,602,000","6,716,000","8,531,000","1,004,000",421,NA,0,NA,NA,NA,NA,NA,18,59.3,texas,Cochran,496198.39999999997,2547
081,"54,544","33,510",0,"19,088,000","28,121",NA,"2,969,000","3,259,000","1,301,000","2,569,000",0,272,NA,NA,NA,NA,NA,NA,NA,10,60.6,virginia,Greensville,189958.4,11391
079,"51,682","13,737",95,"5,194,000","2,145",NA,"267,000","37,000","677,000","1,440,000","43,000",200,NA,96,"8,000",NA,NA,NA,NA,81,56,west virginia,Putnam,224256,57440
078,0,0,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,56.5,wisconsin,Menominee,233593.6,4255
081,"67,765","8,981",183,0,"65,481",NA,"5,917,000",0,"980,000","5,005,000","362,000",500,NA,20,"6,000",3,NA,4,NA,45,56.2,alabama,Lee,393952,174241
081,"159,335","58,160","10,253","16,617,000","79,312",NA,"2,628,000","2,999,000","2,536,000","2,050,000","1,041,000",235,NA,169,0,NA,NA,NA,NA,50,57.2,arkansas,Little River,361516.8,12026
081,"45,972","6,891","3,023","78,021,000","27,890",6,"1,877,000","1,566,000","3,875,000","32,966,000","1,800,000","1,321",NA,550,"100,000",NA,NA,NA,NA,26,57.9,california,San Mateo,474246.4,764442
079,"8,428",742,"2,887",0,"-7,990",NA,0,NA,"57,000",0,0,13,NA,NA,NA,NA,NA,NA,NA,2,56.2,colorado,Mineral,561728,865
083,"330,914","79,343","13,226","59,716,000","-10,299",1,"6,804,000","6,580,000","11,142,000","59,264,000","11,760,000","3,882",8,"2,591",0,2,NA,NA,NA,697,60,florida,Marion,1064326.4,375908
083,"29,054","4,772",45,"804,000","41,314",3,"158,000",0,"466,000","918,000","187,000",112,NA,96,"3,000",NA,NA,NA,NA,27,61.1,georgia,Dade,111462.4,16251
081,"117,404","84,385","48,896","40,979,000","36,800",NA,"5,362,000","2,914,000","2,224,000","6,322,000","191,000",515,NA,63,"5,000",NA,NA,NA,NA,55,56.1,idaho,Teton,288364.8,11630
081,"269,392","222,563",94,"78,364,000","17,905",3,"12,976,000","8,880,000","4,904,000","2,720,000","320,000",340,NA,262,"7,000",NA,NA,NA,NA,80,57.9,illinois,Jefferson,373574.4,37113
081,"141,111","121,977","2,392","66,727,000","16,628",7,"10,578,000","5,479,000","4,485,000","3,288,000","188,000",505,NA,336,"12,000",NA,NA,NA,NA,35,57.1,indiana,Johnson,205798.4,161765
081,"345,431","334,932","3,603","188,950,000","134,475",NA,"27,671,000","16,461,000","9,072,000","14,664,000","2,669,000","1,057",NA,0,0,NA,NA,NA,NA,13,59.5,iowa,Hancock,366809.6,10795
081,"363,751","320,883","116,962","106,168,000","372,371",NA,"11,963,000","11,928,000","13,632,000","31,422,000","2,635,000","1,002",NA,NA,NA,NA,NA,NA,NA,4,54.9,kansas,Haskell,369747.2,3780
081,"96,780","35,465",0,"5,907,000","-3,118",1,"827,000","114,000","1,020,000","1,387,000","509,000",416,NA,198,"17,000",NA,NA,NA,NA,173,57,kentucky,Grant,166905.6,24941
081,"95,481","26,765","2,409","6,820,000","15,855",NA,"1,150,000","1,067,000","1,049,000","1,918,000","330,000",184,NA,0,0,NA,NA,NA,NA,34,60,louisiana,Red River,257331.19999999998,7620
081,"157,466","124,769","15,273","202,387,000","43,311",20,"11,709,000","12,796,000","8,887,000","49,885,000","16,967,000","3,014",NA,"4,067","509,000",1,NA,1,NA,105,55,michigan,Kent,558195.2,657974
081,"297,836","269,765",0,"112,540,000","69,468",NA,"14,508,000","9,045,000","6,385,000","6,089,000","408,000",518,NA,11,0,NA,NA,NA,NA,40,57.5,minnesota,Lincoln,351001.60000000003,5640
081,"123,038","72,894",785,"24,614,000","20,973",NA,"3,696,000","3,412,000","1,787,000","1,880,000","155,000",188,NA,630,0,NA,NA,NA,NA,23,60,mississippi,Lee,290009.6,83343
081,"392,068","259,278",0,"68,651,000","28,568",NA,"9,205,000","7,864,000","5,057,000","3,348,000","1,032,000",406,NA,171,"8,000",NA,2,NA,NA,106,59.8,missouri,Harrison,464928,8157
081,"241,233","52,117","70,972","12,710,000",923,3,"1,766,000","578,000","2,493,000","5,793,000","438,000",854,0,427,"379,000",NA,5,NA,NA,326,60.8,montana,Ravalli,1536204.8,44174
081,"312,294","286,661","248,126","191,101,000","139,128",NA,"20,983,000","18,115,000","10,242,000","8,183,000","652,000",559,NA,152,"13,000",NA,3,NA,NA,28,53.1,nebraska,Hamilton,349932.8,9429
081,0,0,0,"58,000",0,NA,"9,000",0,"14,000",0,0,7,NA,0,0,NA,NA,NA,NA,1,58.2,new york,Queens,114099.2,2405464
081,"76,352","40,864","1,280","32,829,000","9,531",1,"5,041,000","1,923,000","4,151,000","7,880,000","739,000","1,022",0,189,"13,000",NA,NA,3,NA,169,58.6,north carolina,Guilford,420928,541299
081,"548,088","489,203","16,773","188,725,000","116,377",NA,"24,085,000","18,604,000","9,170,000","8,595,000","266,000",484,NA,NA,0,NA,NA,NA,NA,41,55.4,north dakota,Sargent,554937.6,3862
081,"76,987","32,970",45,"4,228,000",-667,4,"485,000","135,000","951,000","891,000","18,000",223,NA,301,0,NA,NA,NA,NA,107,56.4,ohio,Jefferson,262956.8,65249
081,"481,690","132,180",415,"9,776,000","-3,962",NA,"3,668,000","1,352,000","4,243,000","3,165,000","1,381,000",720,NA,260,0,NA,1,NA,NA,293,56.6,oklahoma,Lincoln,617996.8,33458
081,"186,130","78,970",241,"30,663,000","24,235",31,"3,836,000","1,968,000","2,674,000","3,998,000","1,780,000",459,NA,0,0,NA,1,1,NA,165,59,pennsylvania,Lycoming,796012.8,114188
081,"119,495","33,307","5,399","18,874,000","54,695",4,"2,124,000","1,301,000","5,387,000","12,929,000","2,896,000",980,NA,138,"19,000",NA,NA,NA,NA,94,56.4,south carolina,Saluda,295539.19999999995,18862
083,"294,694","267,866","2,123","122,460,000","64,269",2,"16,869,000","9,623,000","4,724,000","6,124,000","432,000",503,NA,"3,621","618,000",NA,NA,NA,NA,40,58,south dakota,Lincoln,370297.60000000003,65161
081,"123,451","43,949",42,"8,633,000","2,467",NA,"2,508,000","792,000","1,509,000","925,000","224,000",342,NA,260,"16,000",2,NA,NA,NA,143,58.2,tennessee,Hickman,392128,24925
081,"469,303","42,989",749,"1,253,000","-6,007",NA,"191,000","182,000","1,150,000","1,053,000","287,000",270,NA,34,0,NA,NA,NA,NA,71,60.7,texas,Coke,593900.8,3285
083,"208,967","57,508","1,061","16,356,000","2,959",NA,"3,302,000","1,257,000","2,957,000","5,418,000","375,000",812,NA,397,"41,000",NA,NA,NA,NA,161,59.7,virginia,Halifax,530918.3999999999,34022
081,"44,032","11,151",24,"851,000","-1,955",NA,"330,000","26,000","350,000","44,000","59,000",83,NA,199,"9,000",NA,NA,NA,NA,58,57,west virginia,Raleigh,389977.60000000003,74591
079,0,0,67,"6,538,000","13,759",NA,"326,000","128,000","291,000","2,775,000","32,000",198,NA,264,"13,000",NA,NA,NA,NA,1,51.8,wisconsin,Milwaukee,761408,939489
083,"224,822","151,108","10,438","78,594,000","30,283",1,"12,776,000","10,701,000","5,854,000","5,804,000","773,000",727,NA,668,"55,000",NA,NA,NA,NA,131,57.8,alabama,Limestone,388531.2,103570
083,"187,008","63,009",0,"6,316,000","89,725",NA,"1,808,000","1,004,000","4,393,000","2,945,000","1,969,000",399,NA,172,0,NA,NA,NA,NA,114,57.4,arkansas,Logan,468160,21131
083,"715,067","146,259","119,925","1,489,364,000","172,414",NA,"65,826,000","68,265,000","44,594,000","426,819,000","168,624,000","22,985",NA,"3,402",0,NA,1,1,NA,73,58.8,california,Santa Barbara,2425011.2,448229
081,"953,100","123,447","30,141","3,861,000","19,950",NA,"645,000","351,000","1,934,000","3,543,000","316,000",230,NA,28,NA,NA,1,NA,NA,91,58.2,colorado,Moffat,3040601.5999999996,13292
085,"153,732","49,573","28,836","102,840,000","39,474",NA,"8,201,000","9,225,000","4,577,000","21,999,000","9,242,000","1,184",NA,"8,136","110,000",NA,1,6,NA,88,56.5,florida,Martin,481785.6,158431
085,"18,950","3,898",24,"939,000","93,497",NA,"184,000","68,000","1,099,000","443,000","733,000",130,NA,24,0,NA,NA,NA,NA,39,58.9,georgia,Dawson,136915.2,26798
083,"468,809","257,344","241,479","168,671,000","119,676",NA,"29,195,000","11,745,000","17,663,000","63,370,000","3,222,000","2,916",NA,0,0,NA,1,NA,NA,200,53.9,idaho,Twin Falls,1234220.8,90046
083,"189,749","152,145",7,"78,196,000","32,296",3,"13,123,000","9,119,000","3,426,000","3,939,000","79,000",331,NA,72,"12,000",NA,NA,NA,NA,47,56.5,illinois,Jersey,241292.8,21512
083,"311,216","289,932","32,107","195,650,000","135,188",NA,"29,638,000","17,675,000","7,946,000","13,389,000","5,083,000",970,NA,0,0,NA,NA,NA,NA,18,54.6,indiana,Knox,335398.39999999997,36282
083,"336,611","310,618",0,"189,174,000","144,286",1,"24,005,000","13,862,000","9,210,000","13,900,000","2,764,000",957,NA,160,"19,000",NA,NA,NA,NA,48,57.3,iowa,Hardin,364755.19999999995,16878
083,"494,925","319,917","27,311","39,927,000","122,473",NA,"6,994,000","6,852,000","5,548,000","6,534,000","914,000",386,NA,NA,NA,NA,NA,NA,NA,8,60.1,kansas,Hodgeman,550553.6,1723
083,"251,192","194,771","5,078","102,810,000","120,540",NA,"16,901,000","9,977,000","7,739,000","9,092,000","3,383,000",968,NA,384,"3,000",NA,NA,NA,NA,114,57.5,kentucky,Graves,356134.4,36649
083,"218,386","135,508","73,025","70,465,000","44,102",1,"9,922,000","8,773,000","4,535,000","4,181,000","267,000",388,NA,109,"15,000",NA,NA,NA,NA,41,59.6,louisiana,Richland,361286.4,20043
083,240,84,NA,"2,000","-4,226",NA,"5,000","1,000","2,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,39.7,michigan,Keweenaw,3818214.4,2046
083,"395,132","366,313",367,"182,478,000","133,961",NA,"23,129,000","13,183,000","10,695,000","9,690,000","880,000",958,NA,NA,NA,NA,NA,NA,NA,27,54.7,minnesota,Lyon,461734.4,25269
083,"298,807","243,786","166,966","142,318,000","209,682",NA,"13,033,000","20,780,000","10,048,000","17,699,000",0,601,NA,31,NA,NA,NA,NA,NA,NA,56.9,mississippi,Leflore,388064,28339
083,"381,712","213,405","3,330","59,164,000","29,298",NA,"9,640,000","6,574,000","4,130,000","3,797,000","672,000",430,NA,42,0,NA,NA,NA,NA,178,56.9,missouri,Henry,468832,21946
083,"1,270,080","479,538","53,488","55,377,000","53,759",NA,"11,463,000","6,349,000","6,611,000","6,428,000","641,000",542,NA,12,0,NA,NA,NA,NA,78,57.7,montana,Richland,1345932.8,11491
083,"333,710","220,639","86,579","93,939,000","150,866",NA,"11,602,000","9,113,000","5,361,000","5,256,000","205,000",388,NA,0,0,NA,NA,NA,NA,32,56.4,nebraska,Harlan,367475.19999999995,3073
083,"82,766","46,753",993,"24,295,000","29,881",16,"2,134,000","1,019,000","2,356,000","6,697,000","960,000",643,NA,86,"13,000",NA,1,NA,NA,74,56.7,new york,Rensselaer,425849.6,161130
083,"209,073","138,125","2,535","83,069,000","97,096",NA,"10,520,000","10,991,000","5,821,000","12,652,000","2,710,000",754,NA,63,"11,000",NA,NA,NA,NA,22,61.2,north carolina,Halifax,468064,48622
083,"551,381","397,900",NA,"73,788,000","115,347",NA,"11,845,000","8,904,000","3,934,000","2,967,000","101,000",159,NA,NA,NA,NA,NA,NA,NA,38,53.8,north dakota,Sheridan,643699.2,1265
083,"194,445","139,999",128,"62,206,000","24,614",15,"8,826,000","5,242,000","4,633,000","5,420,000","1,140,000",746,NA,543,"48,000",NA,NA,NA,NA,227,55,ohio,Knox,338899.19999999995,62721
083,"392,623","154,814",605,"16,204,000","-3,569",NA,"4,390,000","2,132,000","3,977,000","6,829,000","1,772,000",583,NA,470,"31,000",NA,2,NA,NA,130,58.7,oklahoma,Logan,479308.8,49555
083,"43,084","17,532",125,"2,833,000","5,952",6,"309,000","61,000","315,000","229,000","27,000",121,NA,8,0,NA,NA,2,NA,26,60.6,pennsylvania,McKean,629868.7999999999,40432
083,"95,806","34,338","1,830","21,491,000","-1,701",4,"2,547,000","1,135,000","2,363,000","5,218,000","2,712,000",969,NA,474,"21,000",NA,1,NA,NA,182,56.6,south carolina,Spartanburg,524249.6,327997
085,"950,795","419,157",0,"54,336,000","67,457",NA,"10,752,000","8,632,000","5,111,000","2,886,000","971,000",292,NA,45,"3,000",NA,4,NA,NA,61,57.1,south dakota,Lyman,1092518.4,3718
083,"50,353","11,688",4,0,"-4,131",NA,"901,000","104,000","928,000","213,000","68,000",127,NA,40,0,NA,NA,NA,NA,60,57.6,tennessee,Houston,132428.8,8283
083,"672,281","146,339",709,"13,354,000","1,915",NA,"2,704,000","1,574,000","2,529,000","2,222,000","966,000",379,NA,33,0,NA,NA,NA,NA,156,62.3,texas,Coleman,820128,7684
085,"89,186","61,331","3,570","41,250,000","11,914",1,"5,662,000","2,942,000","2,492,000","12,847,000","1,749,000",745,NA,175,"15,000",NA,NA,1,NA,89,57.3,virginia,Hanover,303411.2,109979
083,"97,546","26,703",9,"2,533,000","3,769",1,"303,000","75,000","697,000","515,000","50,000",145,NA,361,"68,000",NA,NA,NA,NA,73,59.1,west virginia,Randolph,665548.8,27932
081,"300,659","165,234","4,872","70,529,000","34,053",5,"10,615,000","5,165,000","7,338,000","20,525,000","862,000","1,489",NA,"1,002","136,000",NA,NA,NA,NA,222,54.5,wisconsin,Monroe,581305.6,46274
085,"202,907","46,465","6,195","12,721,000","44,977",NA,"1,925,000","1,317,000","2,455,000","3,098,000","2,264,000",319,NA,196,"15,000",NA,NA,NA,NA,31,60.8,alabama,Lowndes,464019.19999999995,10311
085,"367,051","284,946","224,254","157,566,000","50,171",NA,"21,159,000","23,570,000","10,828,000","21,250,000","2,210,000",963,NA,43,"5,000",NA,NA,5,NA,56,57.3,arkansas,Lonoke,513555.19999999995,74015
